p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
3,33,76,33.76.a.a,-18,0,18,-4,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,76,33.76.a.a,-4,1,5,-4,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,76,33.76.a.a,-12,-2,10,-4,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,76,33.76.a.a,-3,-3,0,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.a,-20,-2,18,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.a,-14,-1,13,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.a,-9,-1,8,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.a,-12,-3,9,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.a,-18,-1,17,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.a,-4,0,4,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.a,-18,-1,17,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.a,-4,0,4,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.a,-12,-3,9,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.a,-19,0,19,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.a,-5/2,3/2,4,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.a,-10,0,10,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.a,-13,-1,12,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.a,-6,1,7,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.a,-16,1,17,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.a,-20,3,23,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.a,-9,2,11,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.a,-14,2,16,-4,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
11,33,76,33.76.a.a,-26,-1,25,-8,1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,2
11,33,76,33.76.a.a,-6,0,6,-8,1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,76,33.76.a.a,-15,1,16,-8,1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,76,33.76.a.a,-16,1,17,-8,1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,76,33.76.a.a,-5,0,5,-8,1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,76,33.76.a.a,-7,1,8,-8,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.a,-24,1,25,-8,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.a,-17,2,19,-8,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.a,-14,2,16,-8,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.a,-27,1,28,-8,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.a,-3,1,4,-8,1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.a,-20,2,22,-8,1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,76,33.76.a.a,-30,2,32,-8,1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,76,33.76.a.a,-10,2,12,-8,1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,76,33.76.a.a,-16,2,18,-8,1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,76,33.76.a.a,-26,0,26,-8,1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,76,33.76.a.a,-5,2,7,-8,1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,76,33.76.a.a,-9,1,10,-8,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.a,-21,1,22,-8,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.a,-19,1,20,-8,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.a,-11,1,12,-8,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.a,-29,0,29,-8,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.a,-1,1,2,-8,1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.a,-30,1,31,-8,1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],1,2
11,33,76,33.76.a.a,0,1,1,-8,1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],1,1
11,33,76,33.76.a.a,-10,1,11,-8,1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],2,1
11,33,76,33.76.a.a,-20,1,21,-8,1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],2,1
3,33,76,33.76.a.c,-20,-1,19,-7,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,76,33.76.a.c,-3,-2,1,-7,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,76,33.76.a.c,-9,0,9,-7,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,76,33.76.a.c,-14,0,14,-7,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,76,33.76.a.c,-14,0,14,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,76,33.76.a.c,-9,0,9,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,76,33.76.a.c,-20,-1,19,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,76,33.76.a.c,-3,-2,1,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,76,33.76.a.c,-12,-3,9,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,76,33.76.a.c,-18,-1,17,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,76,33.76.a.c,-4,0,4,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,76,33.76.a.c,-14,4,18,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,76,33.76.a.c,-9,4,13,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,76,33.76.a.c,-20,5,25,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,76,33.76.a.c,-5/2,4,13/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,76,33.76.a.c,-19,5/2,43/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,76,33.76.a.c,-16,5/2,37/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,76,33.76.a.c,-6,7/2,19/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,76,33.76.a.c,-13,5/2,31/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,76,33.76.a.c,-10,5/2,25/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,76,33.76.a.c,-18,-1/2,35/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,76,33.76.a.c,-4,1/2,9/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,76,33.76.a.c,-12,-5/2,19/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
11,33,76,33.76.a.c,-26,-1,25,-20,-1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,2
11,33,76,33.76.a.c,-6,0,6,-20,-1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,76,33.76.a.c,-15,1,16,-20,-1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,76,33.76.a.c,-16,1,17,-20,-1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,76,33.76.a.c,-5,0,5,-20,-1,2:[1:2];5:[1:9];7:[1:6];13:[1:9];17:[1:7];19:[1:7];23:[1:6];29:[1:3];31:[1:6];37:[1:0];41:[1:1];43:[1:1],1,1
11,33,76,33.76.a.c,-7,3,10,-20,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.c,-24,3,27,-20,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.c,-17,4,21,-20,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.c,-14,4,18,-20,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.c,-27,3,30,-20,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.c,-3,3,6,-20,-1,2:[1:3];5:[1:10];7:[1:5];13:[1:3];17:[1:1];19:[1:6];23:[1:9];29:[1:8];31:[1:9];37:[1:7];41:[1:4];43:[1:1],1,1
11,33,76,33.76.a.c,-20,0,20,-20,-1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,76,33.76.a.c,0,0,0,-20,-1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,76,33.76.a.c,-30,0,30,-20,-1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,76,33.76.a.c,-10,0,10,-20,-1,2:[1:4];5:[1:6];7:[1:9];13:[1:3];17:[1:5];19:[1:0];23:[1:3];29:[1:3];31:[1:10];37:[1:3];41:[1:4];43:[1:0],1,1
11,33,76,33.76.a.c,-16,2,18,-20,-1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,76,33.76.a.c,-26,0,26,-20,-1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,76,33.76.a.c,-5,2,7,-20,-1,2:[1:7];5:[1:6];7:[1:2];13:[1:8];17:[1:6];19:[1:0];23:[1:3];29:[1:8];31:[1:10];37:[1:3];41:[1:7];43:[1:0],1,1
11,33,76,33.76.a.c,-9,1,10,-20,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.c,-21,1,22,-20,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.c,-19,1,20,-20,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.c,-11,1,12,-20,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.c,-29,0,29,-20,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.c,-1,1,2,-20,-1,2:[1:8];5:[1:10];7:[1:6];13:[1:8];17:[1:10];19:[1:5];23:[1:9];29:[1:3];31:[1:9];37:[1:7];41:[1:7];43:[1:10],1,1
11,33,76,33.76.a.c,-30,1,31,-20,-1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],1,2
11,33,76,33.76.a.c,0,1,1,-20,-1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],1,1
11,33,76,33.76.a.c,-10,1,11,-20,-1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],2,1
11,33,76,33.76.a.c,-20,1,21,-20,-1,2:[1:9];5:[1:9];7:[1:5];13:[1:2];17:[1:4];19:[1:4];23:[1:6];29:[1:8];31:[1:6];37:[1:0];41:[1:10];43:[1:10],2,1
3,33,76,33.76.a.d,-18,0,18,-20,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,76,33.76.a.d,-4,1,5,-20,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,76,33.76.a.d,-12,-2,10,-20,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,76,33.76.a.d,-20,2,22,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.d,-14,1,15,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.d,-9,1,10,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.d,-12,-3,9,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.d,-18,-1,17,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.d,-4,0,4,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.d,-18,-1,17,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.d,-4,0,4,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.d,-12,-3,9,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,76,33.76.a.d,-19,-1,18,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.d,-3,0,3,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.d,-10,-1,9,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.d,-13,-2,11,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.d,-6,0,6,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.d,-16,0,16,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.d,-3,-3,0,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.d,-20,-2,18,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,76,33.76.a.d,-9,-1,8,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
