p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
3,3,446,3.446.a.a,-40,3,43,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-59,4,63,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-111,4,115,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-38,1,39,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-25,2,27,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-80,1,81,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-90,1,91,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-74,1,75,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-96,1,97,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-20,3,23,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-43,2,45,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-4,2,6,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-110,1,111,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-60,1,61,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-58,1,59,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-112,1,113,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-85,-1,84,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-31,-1,30,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-11,2,13,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-103,0,103,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-67,0,67,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.a,-50,1,51,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-23,4,27,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-92,3,95,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-78,3,81,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-40,3,43,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-111,4,115,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-59,4,63,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-32,0,32,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-30,0,30,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-85,0,85,5,-1,2:[1:0];5:[1:0],1,2
3,3,450,3.450.a.a,-47,2,49,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-70,1,71,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-100,1,101,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-16,3,19,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-52,2,54,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-9,3,12,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-65,1,66,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-105,1,106,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-11,1,12,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-67,-1,66,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-103,-1,102,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-50,0,50,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-85,-2,83,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-31,-2,29,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-20,1,21,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-43,0,43,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-74,0,74,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-96,0,96,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-110,0,110,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-60,0,60,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-58,0,58,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-112,0,112,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-4,1,5,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-90,-1,89,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-80,-1,79,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-38,-1,37,5,-1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.a,-25,-2,23,5,-1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-23,-2,21,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-92,-3,89,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-78,-3,75,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-40,-3,37,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-111,-4,107,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-59,-4,55,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-3,-3,0,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-48,-1,47,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-69,-2,67,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-101,-2,99,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-13,0,13,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-52,-1,51,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-9,0,9,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-105,-2,103,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-65,-2,63,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-29,-1,28,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-84,-2,82,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-86,-2,84,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-34,-2,32,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-31,-4,27,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-85,-4,81,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-11,-1,10,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-103,-3,100,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-67,-3,64,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-50,-2,48,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-90,-1,89,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-80,-1,79,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-38,-1,37,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-25,0,25,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-21,0,21,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-42,-1,41,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-94,-1,93,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-76,-1,75,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-5,0,5,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-109,-2,107,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-61,-2,59,1,1,2:[1:0];5:[1:0],1,1
3,3,438,3.438.a.b,-56,-1,55,1,1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-45,2,47,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-98,1,99,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-72,1,73,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-18,3,21,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-54,2,56,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-7,3,10,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-107,1,108,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-63,1,64,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-82,1,83,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-88,1,89,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-36,1,37,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-27,2,29,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-85,-2,83,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-31,-2,29,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-67,-1,66,5,-1,2:[1:0];5:[1:0],1,2
3,3,442,3.442.a.a,-103,-1,102,5,-1,2:[1:0];5:[1:0],1,2
3,3,442,3.442.a.a,-50,0,50,5,-1,2:[1:0];5:[1:0],1,2
3,3,442,3.442.a.a,-11,1,12,5,-1,2:[1:0];5:[1:0],1,2
3,3,442,3.442.a.a,-31,-2,29,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-85,-2,83,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-23,2,25,5,-1,2:[1:0];5:[1:0],1,2
3,3,442,3.442.a.a,-40,1,41,5,-1,2:[1:0];5:[1:0],1,2
3,3,442,3.442.a.a,-78,1,79,5,-1,2:[1:0];5:[1:0],1,2
3,3,442,3.442.a.a,-92,1,93,5,-1,2:[1:0];5:[1:0],1,2
3,3,442,3.442.a.a,-59,2,61,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-111,2,113,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-3,1,4,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-111,0,111,5,-1,2:[1:0];5:[1:0],1,1
3,3,442,3.442.a.a,-59,0,59,5,-1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-100,-3,97,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-70,-3,67,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-16,-1,15,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-47,-2,45,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-105,-3,102,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-65,-3,62,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-52,-2,50,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-9,-1,8,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-30,-4,26,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-85,-4,81,1,1,2:[1:0];5:[1:0],1,2
3,3,446,3.446.a.b,-32,-4,28,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-23,-2,21,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-78,-3,75,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-92,-3,89,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-40,-3,37,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-59,-4,55,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-111,-4,107,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-3,-3,0,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-38,-1,37,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-25,0,25,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-80,-1,79,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-90,-1,89,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-74,-1,73,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-96,-1,95,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-20,1,21,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-43,0,43,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-4,0,4,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-110,-1,109,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-60,-1,59,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-58,-1,57,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-112,-1,111,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-85,-3,82,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-31,-3,28,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-11,0,11,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-103,-2,101,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-67,-2,65,1,1,2:[1:0];5:[1:0],1,1
3,3,446,3.446.a.b,-50,-1,49,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-23,-2,21,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-92,-3,89,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-78,-3,75,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-40,-3,37,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-111,-4,107,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-59,-4,55,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-3,-3,0,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-32,-4,28,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-30,-4,26,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-85,-4,81,1,1,2:[1:0];5:[1:0],1,2
3,3,450,3.450.a.b,-47,-2,45,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-70,-3,67,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-100,-3,97,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-16,-1,15,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-52,-2,50,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-9,-1,8,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-65,-3,62,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-105,-3,102,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-11,-1,10,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-67,-3,64,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-103,-3,100,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-50,-2,48,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-85,-4,81,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-31,-4,27,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-20,-1,19,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-43,-2,41,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-74,-2,72,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-96,-2,94,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-110,-2,108,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-60,-2,58,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-58,-2,56,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-112,-2,110,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-4,-1,3,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-90,-3,87,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-80,-3,77,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-38,-3,35,1,1,2:[1:0];5:[1:0],1,1
3,3,450,3.450.a.b,-25,-4,21,1,1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-63,2,65,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-107,2,109,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-55,2,57,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-115,2,117,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-7,3,10,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-29,0,29,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-86,0,86,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-84,0,84,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-33,0,33,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-17,3,20,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-46,2,48,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-71,2,73,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-99,2,101,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-94,2,96,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-76,2,78,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-41,3,44,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-22,2,24,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-59,4,63,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-111,4,115,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-5,2,7,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-109,1,110,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-61,1,62,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-113,1,114,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-57,1,58,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-35,-1,34,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-27,-1,26,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-88,-1,87,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-82,-1,81,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-44,1,45,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-97,1,98,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-73,1,74,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-19,2,21,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-85,1,86,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-31,1,32,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-49,3,52,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-14,4,18,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-102,3,105,5,-1,2:[1:0];5:[1:0],1,1
3,3,458,3.458.a.a,-68,3,71,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-45,1,46,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-98,0,98,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-72,0,72,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-18,2,20,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-56,0,56,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-114,0,114,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-6,1,7,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-62,0,62,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-108,0,108,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-87,-1,86,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-83,-1,82,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-34,-1,33,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-28,-1,27,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-48,2,50,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-15,3,18,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-101,1,102,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-69,1,70,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-85,0,85,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-31,0,31,5,-1,2:[1:0];5:[1:0],1,2
3,3,454,3.454.a.b,-85,0,85,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-10,3,13,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-51,2,53,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-66,1,67,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-104,1,105,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-59,1,60,5,-1,2:[1:0];5:[1:0],1,2
3,3,454,3.454.a.b,-111,1,112,5,-1,2:[1:0];5:[1:0],1,2
3,3,454,3.454.a.b,-3,2,5,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-75,1,76,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-95,1,96,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-42,1,43,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-21,2,23,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-39,0,39,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-79,0,79,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-91,0,91,5,-1,2:[1:0];5:[1:0],1,1
3,3,454,3.454.a.b,-24,-1,23,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-107,2,109,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-63,2,65,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-55,2,57,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-115,2,117,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-7,3,10,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-33,0,33,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-29,0,29,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-84,0,84,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-86,0,86,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-46,2,48,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-71,2,73,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-99,2,101,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-17,3,20,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-111,4,115,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-59,4,63,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-41,3,44,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-22,2,24,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-94,2,96,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-76,2,78,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-61,-1,60,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-109,-1,108,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-57,-1,56,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-113,-1,112,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-5,0,5,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-35,-2,33,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-27,-2,25,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-88,-2,86,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-82,-2,80,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-19,-2,17,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-44,-1,43,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-73,-2,71,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-97,-2,95,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-85,0,85,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-31,0,31,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-68,2,70,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-102,2,104,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-49,2,51,5,-1,2:[1:0];5:[1:0],1,1
3,3,462,3.462.a.a,-14,3,17,5,-1,2:[1:0];5:[1:0],1,1
3,3,466,3.466.a.a,-45,-1,44,5,-1,2:[1:0];5:[1:0],1,1
3,3,466,3.466.a.a,-98,-1,97,5,-1,2:[1:0];5:[1:0],1,1
3,3,466,3.466.a.a,-72,-1,71,5,-1,2:[1:0];5:[1:0],1,1
3,3,466,3.466.a.a,-18,-2,16,5,-1,2:[1:0];5:[1:0],1,1
3,3,466,3.466.a.a,-56,0,56,5,-1,2:[1:0];5:[1:0],1,1
3,3,466,3.466.a.a,-114,0,114,5,-1,2:[1:0];5:[1:0],1,1
3,3,466,3.466.a.a,-6,1,7,5,-1,2:[1:0];5:[1:0],1,1
